Sample_ID,Huntingtons_Disease,IGF2BP3,YTHDC1,PPP1CC,YTHDF2,CEBPD,YTHDF3,FTO,CEBPB,YTHDC2,YTHDF1
GSM1424229,0,0.005560738,-0.2489289,-0.1807123,0.2236684,-0.3492619,-0.05170061,0.3421883,-0.2394009,-0.03982904,-0.1114002
GSM1424230,0,-0.01582424,-0.22771304999999997,-0.2037994,0.1392391,0.1128729,-0.03732583999999999,0.2119999,-0.1589408,-0.06818967,-0.07126473
GSM1424231,0,0.09268354,-0.14735182,-0.1798665,0.1768767,0.02073677,-0.0130541184,0.2166168,-0.08298289,-0.05674886,-0.1035107
GSM1424232,0,-0.02686367,-0.30810305,-0.2287478,0.09344519,0.1636487,-0.072877985,0.2074745,-0.04410142,-0.08184832,-0.1223874
GSM1424233,0,-0.01761189,-0.075503365,-0.1337097,0.07248819,-0.1941586,0.036992246,0.08203096,-0.2549697,-0.07941334,-0.1063187
GSM1424234,0,-0.02705177,-0.25535024500000003,-0.2230623,0.1455583,-0.2195436,-0.06475092,0.240549,-0.2156932,-0.1077042,-0.09008666
GSM1424235,0,-0.1884492,-0.14939294,-0.1753469,0.07525682,-0.221878,-0.041931495,0.1462028,-0.225859,-0.07110042,-0.1171618
GSM1424236,0,-0.03472919,-0.21144670000000002,-0.1997406,0.1441228,-0.268091,0.051997295,0.1949434,-0.2017196,-0.05079353,-0.06548934
GSM1424237,0,-0.03355669,-0.12976503,-0.1663766,0.1186955,0.04537724,0.010911450000000003,0.1971666,-0.1670916,-0.1225838,-0.07402992
GSM1424238,0,-0.0604598,-0.1889036,-0.1715522,0.188368,-0.4097609,0.010950044999999999,0.2418442,-0.2459919,-0.08789871,-0.09897806
GSM1424239,0,-0.03227251,-0.14524775,-0.1177457,0.2188781,-0.3130556,0.052767190000000005,0.2098349,-0.1240806,-0.02447024,-0.06997168
GSM1424240,0,-0.03116385,-0.21200813500000001,-0.1866081,0.09298541,-0.4705082,0.000620339999999997,0.1739622,-0.2381754,-0.1340472,-0.1367409
GSM1424241,0,0.02475897,-0.13095895000000002,-0.1292708,0.2132068,-0.4234267,0.020367734999999998,0.1832105,-0.2578602,-0.02822178,-0.08935088
GSM1424242,0,-0.06447234,-0.08949527,-0.06589832,0.2368826,-0.3289466,0.050514235000000005,0.1033724,-0.2183175,-0.02357345,-0.1165879
GSM1424243,0,0.009124008,-0.1450292,-0.1948731,0.1425429,-0.4515184,-0.040605613,0.1456482,-0.2856037,-0.03072801,-0.1543584
GSM1424244,0,-0.08157773,-0.05675097,-0.08296034,0.2237549,0.08612886,0.05086553,0.1595917,-0.07621206,-0.02848345,-0.004784784
GSM1424245,0,-0.02914059,-0.10510972,-0.1394637,0.1354213,-0.2404215,-0.023629380000000002,0.141394,-0.2210785,-0.04081047,-0.1014663
GSM1424246,0,0.002888243,-0.2034202,-0.1999922,0.1431884,-0.282544,-0.043313085,0.2003174,-0.1746096,-0.05475066,-0.09330678
GSM1424247,1,-0.0003644039,-0.012429039999999999,-0.05292031,0.06989899,0.7144697,0.0404953,-0.0353405,0.4411269,-0.1572935,0.01340796
GSM1424248,1,0.01516677,-0.1789943,-0.1730032,0.2079189,-0.4193859,0.0358205855,0.1787077,-0.2693453,-0.04562778,-0.1008174
GSM1424249,1,-0.07132135,-0.08980558999999999,-0.05286147,0.1451268,0.1614569,0.019232065,0.1325897,-0.03829213,-0.1518598,0.003530001
GSM1424250,1,-0.03476757,-0.20548606500000002,-0.09254467,0.02647082,-0.0607588,0.035652144999999996,0.1442039,0.02576866,-0.2697556,-0.0150423
GSM1424251,1,-0.02754394,-0.097020655,-0.05536994,0.1173292,0.3046356,-0.019515650000000002,0.06406027,0.1035609,-0.08427946,0.05700756
GSM1424252,1,-0.08132744,0.005265450000000005,-0.09204601,-0.02128451,-0.1615485,0.060500725,0.05196283,0.08320217,-0.219958,0.02629374
GSM1424253,1,-0.02292923,-0.16838046,0.07540341,0.1273983,0.145366,0.029134651999999997,0.1477241,0.1658884,-0.1576602,0.09795955
GSM1424254,1,-0.08318072,-0.22060216,-0.3729984,0.05118963,0.05298488,-0.008614024999999997,0.2750908,0.0579937,-0.1137302,0.06943399
GSM1424255,1,-0.08417393,-0.20736408,-0.276031,-0.01223329,-0.04926575,-0.008918305000000001,0.1819283,-0.04553113,-0.1175113,-0.02860622
GSM1424256,1,-0.03397295,-0.10731815,-0.06736158,-0.04620117,0.4033139,0.09769112499999999,0.02115598,0.4158267,-0.2387553,0.0785007
GSM1424257,1,-0.08507598,-0.09579311,-0.1100435,-0.003818273,0.1399278,0.052702281,0.1055248,0.1426478,-0.1572592,0.09740011
GSM1424258,1,-0.1484443,-0.22581553355,-0.1688303,-0.01957894,0.1499892,0.055537329999999996,0.1520859,0.1143973,-0.2088207,-0.02774592
GSM1424259,1,0.02179068,-0.151736635,-0.1493309,0.06460658,0.2640082,-0.07721919,0.1645181,0.03978318,0.001684804,0.07744366
GSM1424260,1,-0.1128626,-0.141295135,-0.04526979,-0.001488367,0.4509155,0.021481605,0.1158358,0.1867027,-0.1215437,-0.0572642
GSM1424261,1,-0.1241141,-0.170034745,-0.1488509,0.03401327,0.1680283,-0.020527945,0.1724478,0.1096135,-0.09272334,-0.03931797
GSM1424262,1,0.005866598,-0.073736255,-0.1667646,0.0762101,-0.2552052,0.02975652,0.109264,-0.2167509,-0.01619442,-0.08325297
GSM1424263,1,-0.04593948,-0.203237195,-0.1715745,0.02745641,0.4516236,-0.02111635,0.1548899,0.1897052,-0.1403836,0.1899045
GSM1424264,1,-0.06527478,-0.022775375,0.04530168,-0.1209055,0.4224847,0.080119225,-0.1208305,0.1874881,-0.08539032,0.09020256
GSM1424265,1,-0.00709812,-0.22170351000000002,-0.09673885,-0.009033998,0.3385104,-0.018118399999999996,0.1428332,0.1746664,-0.1465487,-0.0138083
GSM1424266,1,-0.05384959,-0.163445,-0.1381427,0.1303793,0.4820701,0.005108969999999997,0.1932432,0.2032047,-0.2185023,0.1036316
GSM1424267,1,-0.05118581,0.014963705,-0.01234837,-0.0518267,0.5322735,0.013119276999999999,0.06582118,0.2888029,-0.1515177,0.08315604
GSM1424268,1,-0.07478081,-0.06599155500000001,-0.1178535,-0.1576074,0.7020552,0.008295899999999995,0.09187936,0.3096073,-0.1355235,-0.01203432
GSM1424269,1,-0.1597899,-0.1512053655,-0.2001515,-0.1441845,0.3037705,-0.034826805,0.05728363,0.1539969,-0.1833739,0.007634033
GSM1424270,1,-0.1353404,-0.07713959899999999,0.01401034,0.02197399,0.2084036,0.014241725,0.08266205,0.13837,-0.09837055,-0.0003397083
GSM1424271,1,-0.06091503,-0.13680043,0.006293489,0.1490527,0.7134705,0.07055785,0.07781669,0.4428517,-0.1503637,-0.04174906
GSM1424272,1,-0.09856705,-0.183908955,-0.02985649,0.0914762,0.04554996,0.03853977,0.1585088,0.1858312,-0.1107706,-0.0341273
GSM1424273,1,0.03231345,-0.10199502349999999,-0.1793582,-0.1381438,0.1624811,0.058349025,0.143516,0.04104154,-0.09883396,-0.07099248
GSM1424274,1,-0.1219074,-0.21354743,-0.1623391,0.1162555,0.5635499,-0.01747942,0.1626694,0.2042153,-0.1357423,-0.037007
GSM1424275,1,0.0002534161,-0.077264435,-0.1878542,0.08746636,0.09298323,-0.040949695,0.1573212,-0.01318553,-0.02328034,-0.02141902
GSM1424276,1,-0.0867181,-0.145998086,-0.06073003,0.09823786,0.06597127,0.018753905,0.1810664,0.008276968,-0.1133666,-0.01176292
GSM1424277,1,-0.1433857,-0.08873496,-0.1962313,0.1051356,-0.008330868,-0.022441904999999998,0.2172813,-0.1404197,-0.04122879,-0.04784173
GSM1424278,1,-0.1728513,-0.140474335,-0.1430954,-0.02556996,0.5256782,-0.007822904999999998,0.1439746,0.2743534,-0.1607573,0.05845648
GSM1424279,1,-0.09876648,-0.39496055,-0.2783704,-0.04602853,0.5558468,-0.16466788,0.1805307,0.313517,-0.2630617,0.08738689
GSM1424280,1,-0.08854356,-0.028627399999999997,-0.06916093,0.08644387,0.3780285,0.12410665,0.01888017,0.3806799,-0.1331978,0.09634453
GSM1424281,1,-0.07304123,-0.2145045,-0.06649491,0.06820428,0.3626529,0.035999094999999995,0.1039925,0.228629,-0.1163264,0.01682579
GSM1424282,1,-0.1815029,-0.34169720000000003,-0.1448931,0.01645128,0.3672845,-0.059566773499999996,0.1061081,0.3216303,-0.2516127,-0.01919759
GSM1424283,1,-0.1041697,-0.2490630345,-0.01097725,0.0466592,0.5690767,-0.036489850000000004,0.07286152,0.312782,-0.2420995,0.003903439
GSM1424284,1,-0.06449595,-0.172826305,-0.06962513,0.08429538,0.2636806,0.012320270000000001,0.06066825,0.2296709,-0.1383319,0.04480061
GSM1424285,1,-0.1015681,-0.2183174845,-0.09492651,0.1008826,0.07728175,0.0185596215,0.1950308,0.1385725,-0.1498887,0.05550383
GSM1424286,1,-0.1498697,-0.12132153999999999,-0.09980263,0.01142583,0.5834672,0.056107901,0.0580391,0.3001797,-0.1283524,-0.02648962
GSM1424287,1,-0.1122809,-0.17162037,-0.05706384,0.16153,-0.1593236,0.029861975,0.1632718,-0.05606103,-0.08632009,-0.06787521
GSM1424288,1,-0.07420379,-0.12905174800000002,-0.1683597,0.06233685,-0.05827068,0.01889649,0.1412807,-0.05284664,-0.1223382,-0.07549334
GSM1424289,1,-0.1229376,-0.1190144,-0.157798,0.06744117,0.4712255,0.06612801,0.08535749,0.2748641,-0.206576,0.01415645
GSM1424290,1,-0.05739354,-0.018766675,0.08280525,-0.005781909,0.2833308,0.058571530000000004,0.01432236,0.2129937,-0.06593292,0.01960666
GSM1424291,1,-0.09632783,-0.147243495,-0.03643414,0.1184788,0.1071555,-0.034618575,0.1476953,0.01692571,-0.05496139,-0.08897941
GSM1424292,1,-0.07931457,-0.09454080000000001,-0.1331762,0.06622496,0.3423176,-0.009114349999999998,0.125747,-0.01966626,-0.06932658,-0.04952536
GSM1424293,1,-0.03754468,-0.27122577000000003,-0.06624761,0.1525231,0.6515818,0.054137504999999995,0.07819183,0.7821255,-0.2410476,0.1022222
GSM1424294,1,-0.127,-0.1234,-0.0169,0.15,0.27,0.007049999999999999,0.156,0.23,-0.133,0.114
GSM1424295,1,0.0253,-0.027950000000000003,-0.11,-0.196,0.5,-0.016850000000000004,0.0727,0.0791,-0.18,0.0429
GSM1424296,1,-0.16,-0.20904999999999999,0.0173,-0.108,0.559,0.10385,-0.0818,0.411,-0.149,0.0274
GSM1424297,1,-0.0514,-0.122,-0.0971,0.133,0.0862,0.06222,0.164,0.00019,-0.103,-0.0499
GSM1424298,1,-0.0444,-0.010699999999999998,-0.0615,0.119,0.314,-0.0172,0.169,0.111,0.0796,-0.0678
GSM1424299,1,-0.144,-0.231055,-0.0679,0.0675,0.202,0.00952,0.051,0.362,-0.193,0.0556
GSM1424300,1,-0.0423,-0.3219,-0.232,-0.0843,0.477,-0.10825,0.15,0.274,-0.207,-0.0227
GSM1424301,1,-0.15,-0.3009,-0.199,0.121,0.31,-0.133,0.155,0.385,-0.294,0.0689
GSM1424302,1,-0.0414,-0.2305,-0.0393,0.128,0.223,-0.12355,0.215,0.0853,-0.136,-0.0497
GSM1424303,1,-0.144,-0.24675,-0.218,0.103,0.125,-0.0612,0.17,0.0656,-0.229,-0.00938
GSM1424304,1,-0.0987,-0.1278,-0.022,-0.00618,0.45,0.06655,0.103,0.231,-0.151,0.00468
GSM1424305,1,-0.139,-0.08195,-0.0393,-0.019,0.446,0.044725,0.143,0.281,-0.182,0.127
GSM1424306,1,-0.00535,-0.366,-0.216,0.197,0.361,-0.134,0.151,0.0408,-0.114,0.272
GSM1424307,1,-0.181,-0.10425000000000001,-0.0625,-0.0343,0.381,-0.007800000000000001,0.101,0.151,-0.143,0.0396
GSM1424308,1,-0.132,-0.2956,-0.014,0.115,0.663,0.05897,0.0677,0.641,-0.204,0.0463
GSM1424309,1,-0.0771,-0.1751,-0.32,0.0104,0.356,0.0034500000000000017,0.054,0.129,-0.199,-0.0396
GSM1424310,1,-0.0789,-0.1417,-0.0392,0.123,0.218,0.01715,0.0722,0.179,-0.0752,-0.0143
GSM1424311,1,-0.207,-0.28295000000000003,-0.118,-0.102,0.628,-0.03799999999999999,0.0371,0.328,-0.226,-0.0217
GSM1424312,1,-0.106,-0.21145,0.0586,0.215,0.352,0.01875,0.118,0.262,-0.171,-0.00109
GSM1424313,1,-0.0523,-0.34149999999999997,-0.191,0.0324,0.501,-0.08295,0.184,0.267,-0.259,-0.0114
GSM1424314,1,-0.00151,-0.19799999999999998,-0.229,0.0798,0.398,-0.049499999999999995,0.127,0.148,-0.178,0.00352
GSM1424315,1,-0.0237,-0.344,-0.222,0.129,0.53,-0.104835,0.149,0.328,-0.198,0.168
GSM1424316,1,-0.0719,-0.1116,-0.076,0.0244,0.235,0.01615,0.194,0.16,-0.0993,0.0315
GSM1424317,1,-0.0411,-0.1411,-0.18,0.0173,0.0714,0.0666,0.18,-0.0199,-0.0805,-0.0586
GSM1424318,1,-0.104,-0.18889999999999998,-0.115,0.0841,0.186,-0.004,0.17,0.0546,-0.101,-0.0292
GSM1424319,1,0.00827,-0.2038,-0.231,0.0913,-0.298,0.008849999999999998,0.194,-0.165,-0.0702,-0.0673
GSM1424320,1,-0.069,-0.19934999999999997,-0.0848,0.111,0.138,0.0007500000000000007,0.0793,0.0942,-0.181,-0.0443
GSM1424321,1,-0.0418,-0.055850000000000004,-0.176,0.0837,0.534,0.028999999999999998,0.12,0.255,-0.127,0.274
GSM1424322,1,-0.064,-0.03525,-0.0582,0.0209,0.424,0.0605,0.0493,0.192,-0.124,0.0387
GSM1424323,1,-0.0894,-0.1091,-0.117,0.0759,0.299,-0.021685,0.148,0.0825,-0.104,-0.0297
GSM1424324,1,-0.0974,-0.04545,-0.0137,-0.0142,0.175,0.03279,0.0211,0.182,-0.179,0.0417
GSM1424325,1,-0.0684,-0.319,-0.291,-0.021,0.758,-0.14245,0.155,0.383,-0.21,0.149
GSM1424326,1,-0.0874,-0.11234999999999999,-0.145,-0.0654,0.431,0.0485,0.0515,0.161,-0.229,0.00489
GSM1424327,1,-0.045,-0.063955,-0.0143,0.0462,0.182,-0.0005399999999999997,0.121,0.022,-0.116,-0.0111
GSM1424328,1,-0.0288,-0.0824,0.00293,0.125,0.0293,0.0293,0.0621,0.101,-0.123,0.00113
GSM1424329,1,-0.0402,-0.22245,-0.0122,0.00163,0.274,0.0917,0.0532,0.223,-0.227,0.0128
GSM1424330,1,0.00165,-0.2027,-0.16,0.134,-0.315,-0.0337,0.134,-0.127,-0.115,-0.0574
GSM1424331,1,-0.117,-0.13475,-0.0536,0.0155,0.358,0.01455,0.106,0.23,-0.166,0.18
GSM1424332,1,-0.151,-0.11645,-0.215,-0.0761,0.465,-0.005949999999999999,0.144,0.18,-0.137,0.19
GSM1424333,1,-0.0226,-0.1459,-0.231,0.108,-0.372,0.025650000000000003,0.219,-0.227,-0.053,-0.0273
GSM1424334,1,-0.157,-0.2117,0.0443,0.0265,0.343,0.09409999999999999,0.0703,0.643,-0.201,0.104
GSM1424335,1,-0.0731,-0.1642,0.0754,-0.0311,0.241,0.031705000000000004,0.0399,0.302,-0.139,0.0354
GSM1424336,1,-0.0158,-0.16485,-0.233,-0.0176,0.151,-0.0023999999999999994,0.202,-0.0186,-0.156,-0.0194
GSM1424337,1,-0.0469,-0.1555,-0.221,0.0353,0.213,-0.015706499999999998,0.11,0.0825,-0.105,-0.0388
GSM1424338,1,-0.16,-0.16985,-0.162,-0.106,0.281,0.0622,0.0972,0.186,-0.162,0.00264
GSM1424339,1,-0.16,-0.1026,-0.172,-0.0713,0.496,0.03922,0.0537,0.214,-0.278,0.000473
GSM1424340,1,-0.0705,-0.1354,-0.00757,0.14,0.598,0.03533,0.072,0.322,-0.232,0.0371
GSM1424341,1,0.00221,-0.11149999999999999,-0.235,0.014,0.322,-0.008249999999999999,0.148,0.054,-0.104,0.00187
GSM1424342,1,-0.109,-0.17475,-0.202,0.00803,0.599,0.008315000000000001,0.126,0.279,-0.16,0.405
GSM1424343,1,0.0161,-0.065655,-0.0291,0.221,0.119,0.047850000000000004,0.218,0.0619,-0.0524,-0.0379
GSM1424344,1,-0.0866,-0.1287,-0.0467,0.0332,0.353,0.041999999999999996,0.0144,0.2,-0.115,0.0158
GSM1424345,1,-0.0358,-0.1198,-0.105,0.0903,0.205,0.0030999999999999986,0.152,-0.00969,-0.0748,-0.073
GSM1424346,1,-0.0177,-0.0915,-0.0516,0.176,0.0314,-0.002349999999999998,0.0795,0.0449,-0.0796,-0.0417
GSM1424347,1,-0.0622,0.029464999999999998,0.0281,-0.00119,-0.0625,0.08410000000000001,0.0814,-0.0353,-0.093,0.0539
GSM1424348,1,-0.0399,-0.01696,-0.0196,0.0391,0.149,0.0683,0.0767,0.000356,-0.0836,-0.0261
GSM1424349,1,-0.0509,-0.10160000000000001,-0.0686,-0.09,0.736,0.07586999999999999,-0.0583,0.46,-0.205,0.0957
GSM1424350,1,-0.264,-0.12664999999999998,-0.0599,-0.142,0.519,0.02525000000000001,0.0992,0.314,-0.131,-0.058
GSM1424351,1,-0.0407,0.013049999999999999,0.0119,0.0437,0.389,0.048,0.0529,0.1,-0.097,-0.0118
GSM1424352,1,-0.126,-0.2478,-0.127,0.104,0.185,0.0205,0.118,0.115,-0.209,0.0989
GSM1424353,1,-0.124,-0.02185,0.048,0.116,0.219,0.0695,-0.00259,0.302,-0.0667,0.036
GSM1424354,1,-0.0909,-0.08175,0.0522,0.0731,-0.072,0.0805,0.0859,0.0519,-0.135,-0.0212
GSM1424355,1,-0.119,-0.12475,-0.0762,0.00919,0.197,0.04735,0.101,0.194,-0.0798,0.000487
GSM1424356,1,-0.0723,-0.06785000000000001,-0.012,-0.0202,0.2,0.060885,0.128,0.0217,-0.111,-0.0121
GSM1424357,1,-0.0503,-0.1453,-0.168,0.0575,-0.0814,0.02805,0.19,-0.101,-0.131,-0.0722
GSM1424358,1,-0.076,-0.0881,-0.0848,-0.0813,0.758,0.031049999999999994,-0.0103,0.461,-0.177,0.154
GSM1424359,1,-0.0924,-0.0022000000000000006,-0.143,0.0916,0.666,0.04025,0.0687,0.147,-0.217,0.218
GSM1424360,1,-0.0628,-0.009699999999999999,0.00241,0.17,0.0694,0.055685,0.107,-0.00263,-0.118,-0.0466
GSM1424361,1,-0.133,-0.11925000000000001,-0.113,-0.0859,0.579,0.04645,-0.00858,0.384,-0.0758,0.0857
GSM1424362,1,-0.0869,-0.21875,-0.117,-0.0183,0.479,0.06129999999999999,0.172,0.273,-0.143,-0.024
GSM1424363,1,-0.0763,-0.10115,-0.105,0.0723,0.124,0.002999999999999999,0.116,0.108,-0.0957,-0.0413
GSM1424364,1,-0.0605,-0.005299999999999999,-0.00903,0.199,0.285,0.0764,0.0431,0.344,-0.0824,0.0407
GSM1424365,1,-0.0617,-0.0355,-0.0106,0.181,-0.343,0.039,0.126,-0.201,-0.0467,-0.0457
GSM1424366,1,-0.103,-0.0869,-0.0252,-0.0467,0.494,0.14145,0.00237,0.446,-0.0842,0.0136
GSM1424367,1,-0.0797,-0.15639999999999998,-0.00682,-0.0133,0.369,0.062150000000000004,0.0506,0.273,-0.0904,0.0316
GSM1424368,1,-0.043,0.006249999999999999,-0.133,0.0408,0.0253,0.0855,0.118,-0.133,-0.0895,-0.0333
GSM1424369,1,-0.0748,-0.04041,-0.0624,0.0558,0.354,0.0291,0.0199,0.186,-0.0459,0.262
GSM1424370,1,-0.0957,-0.08305,-0.00577,0.157,0.102,0.04195,0.0603,0.155,-0.148,0.015
GSM1424371,1,-0.0173,0.006700000000000001,0.0269,0.165,0.189,0.0291,0.0804,0.0689,-0.0532,0.0599
GSM1424372,1,0.00798,-0.0829,-0.0316,0.193,0.194,0.040850000000000004,0.0246,0.194,-0.0933,0.0576
GSM1424373,1,-0.0283,0.012550000000000002,-0.00509,0.0541,0.277,0.08825,0.00831,0.0788,-0.0593,0.00319
GSM1424374,1,-0.0543,-0.0933,-0.126,0.0519,0.17,0.00724,0.0328,0.053,-0.0206,-0.0541
GSM1424375,1,-0.0484,-0.08124999999999999,-0.179,-0.0233,-0.582,-0.0028000000000000004,0.101,-0.151,-0.0667,-0.123
GSM1424376,1,-0.0373,-0.023299999999999994,-0.116,0.0532,-0.421,0.026000000000000002,0.0811,-0.193,0.0794,-0.111
GSM1424377,1,-0.0218,-0.03095,-0.142,0.0482,-0.222,-0.024800000000000003,0.172,-0.176,0.0319,-0.0846
GSM1424378,1,-0.0639,0.026885,-0.0673,-0.0115,-0.16,0.031150000000000004,0.104,-0.0453,-0.0329,-0.0453
GSM1424379,1,-0.0933,-0.0009499999999999995,-0.127,-0.0383,-0.0158,0.0474,0.0953,-0.0193,-0.0373,-0.0134
GSM1424380,1,-0.0296,-0.03155,-0.174,0.0101,0.179,0.0119,0.14,0.0784,-0.0255,0.0083
GSM1424381,1,-0.0534,-0.09635,-0.075,0.0354,0.192,0.00995,0.0866,0.178,-0.0118,0.0224
GSM1424382,1,0.0159,-0.056850000000000005,-0.164,-0.0054,0.275,-0.026350000000000002,0.148,0.0461,0.0481,-0.0208
GSM1424383,1,-0.0288,0.041563499999999996,-0.0646,0.0494,-0.0772,0.00145,0.135,-0.0175,0.0235,-0.0481
GSM1424384,1,-0.02,0.015950000000000002,0.0374,0.0746,-0.0882,0.0006499999999999978,0.1,-0.113,0.0975,-0.0731
GSM1424385,1,0.035,-0.0923,0.00817,0.137,0.0275,0.0018499999999999975,0.0969,0.202,-0.0307,0.0102
GSM1424386,1,-0.108,-0.1227,0.0747,0.0612,0.216,0.07155,0.0404,0.351,-0.128,0.0642
GSM1424387,1,-0.0595,-0.09185,-0.0347,-0.0155,0.272,0.0007500000000000007,0.0468,0.19,-0.111,-0.0279
GSM1424388,1,-0.0421,-0.0186,-0.0903,0.012,0.278,-0.0063,0.0598,0.207,-0.0293,0.163
GSM1424389,1,-0.0289,-0.0539,0.0506,0.146,-0.0738,0.0881,-0.0288,0.399,-0.0366,0.0199
GSM1424390,1,-0.0126,0.016800000000000002,0.0155,0.0604,-0.0483,0.007599999999999999,0.0965,-0.119,0.149,-0.0179
GSM1424391,1,-0.095,-0.09375,-0.0275,-0.0274,0.237,-0.00775,0.0366,0.286,-0.0853,-0.00334
GSM1424392,1,-0.0672,0.0936,-0.207,-0.159,0.471,-0.0222,0.061,0.216,-0.0517,0.122
GSM1424393,1,-0.00539,-0.0696,-0.147,-0.00769,-0.489,-0.0403,0.0773,-0.143,-0.0434,-0.0324
GSM1424394,1,-0.0407,0.060595,0.0186,-0.166,0.326,0.039099999999999996,-0.0014,0.0631,-0.16,0.127
GSM1424395,1,-0.0403,-0.013450000000000002,0.00965,-0.0493,0.0543,0.0221,0.0898,-0.0156,-0.0566,-0.0231
GSM1424396,1,-0.148,-0.127,-0.0852,-0.0698,0.267,0.006399999999999996,0.0687,0.15,-0.0284,-0.0384
GSM1424397,1,0.00939,0.08845,0.0378,0.217,0.237,0.136,0.00136,0.464,-0.0141,0.0804
GSM1424398,1,-0.08,-0.004749999999999999,-0.0272,-0.0237,0.256,0.0519,0.00787,0.215,-0.0322,0.0695
GSM1424399,1,-0.0341,-0.024399999999999998,-0.0749,-0.0584,0.487,0.015600000000000001,-0.012,0.187,-0.0285,-0.0631
GSM1424400,1,0.235,0.051699999999999996,0.0045,0.124,0.511,0.09775,0.00572,0.335,-0.0597,0.0444
GSM1424401,1,-0.0583,0.013250000000000001,-0.0715,-0.0468,0.718,0.0017999999999999995,0.0188,0.498,-0.106,0.176
GSM1424402,1,-0.0714,0.023600000000000003,0.0284,-0.0644,0.427,0.06285,0.00386,0.301,-0.0623,-0.00926
GSM1424403,1,-0.0298,0.038805,-0.157,-0.089,0.0803,0.012,0.109,-0.00948,-0.0908,-0.088
